year,tif_number,property_tax,total_expenditures,transfers_in,transfers_out,surplus,end_balance,flags
2010,147,19627645,3771270,0,-20000000,0,47454250,Total of other finances did not match anything. Guessing total by adding individual
2010,157,1354888,225383,700000,0,0,2323240,Total of other finances did not match anything. Guessing total by adding individual
2010,163,492203,7815,0,0,0,484423,Beginning of year balance has no value
2010,165,515581,7618,0,0,0,507998,Beginning of year balance has no value
2010,166,290943,3908,0,0,0,287052,Beginning of year balance has no value
2011,1,5786159,2010440,0,0,-2000000,21477475,Total of other finances did not match anything. Guessing total by adding individual
2011,7,0,2187,0,0,0,425619,Revenues after expenditure checksum failed
2011,11,1696783,163123,0,0,-3500000,8692808,Total of other finances did not match anything. Guessing total by adding individual
2011,27,694281,735748,500000,0,0,1137713,Total of other finances did not match anything. Guessing total by adding individual
2011,29,1305564,220489,0,-195000,0,3588000,Total of other finances did not match anything. Guessing total by adding individual
2011,30,18823812,6370697,0,0,-9000000,54857756,Total of other finances did not match anything. Guessing total by adding individual
2011,31,69014434,12677772,0,0,-48000000,171266030,Total of other finances did not match anything. Guessing total by adding individual
2011,34,7084579,3860169,0,0,-1000000,31216015,Total of other finances did not match anything. Guessing total by adding individual
2011,36,3098803,1302117,0,0,-2000000,10734991,Total of other finances did not match anything. Guessing total by adding individual
2011,37,15585357,4591910,0,-4115000,0,42017523,Total of other finances did not match anything. Guessing total by adding individual
2011,38,2616509,425281,0,0,-2000000,12191164,Total of other finances did not match anything. Guessing total by adding individual
2011,48,9066530,3171246,0,0,-6000000,23317899,Total of other finances did not match anything. Guessing total by adding individual
2011,52,21116172,21940360,0,-4023558,0,46623992,Total of other finances did not match anything. Guessing total by adding individual
2011,54,2981137,887193,0,-1232560,0,8863572,Total of other finances did not match anything. Guessing total by adding individual
2011,59,8868044,101551,0,0,-73338000,8756646,Total of other finances did not match anything. Guessing total by adding individual
2011,60,4452265,16831116,4317536,0,0,15894934,Total of other finances did not match anything. Guessing total by adding individual
2011,61,4591200,3887585,0,0,-5500000,16703371,Total of other finances did not match anything. Guessing total by adding individual
2011,63,21072969,2737465,0,0,-30000000,42206155,Total of other finances did not match anything. Guessing total by adding individual
2011,64,7871968,1987062,0,-4683594,0,19563255,Total of other finances did not match anything. Guessing total by adding individual
2011,65,3539991,917767,0,-1147585,0,12746729,Total of other finances did not match anything. Guessing total by adding individual
2011,69,3377550,924312,0,-757836,0,13164951,Total of other finances did not match anything. Guessing total by adding individual
2011,71,3217491,3609780,2091175,0,0,21745998,Total of other finances did not match anything. Guessing total by adding individual
2011,72,1331578,4858893,4310000,0,0,4312727,Total of other finances did not match anything. Guessing total by adding individual
2011,75,2560154,3907039,5764074,0,0,12927695,Total of other finances did not match anything. Guessing total by adding individual
2011,76,3745086,3770792,0,-1612383,0,8336882,Total of other finances did not match anything. Guessing total by adding individual
2011,77,2986603,9293538,1364658,0,0,9719658,Total of other finances did not match anything. Guessing total by adding individual
2011,81,4051739,1631592,0,-1869269,0,12501597,Total of other finances did not match anything. Guessing total by adding individual
2011,84,6149946,620836,0,-1364658,0,19650604,Total of other finances did not match anything. Guessing total by adding individual
2011,85,7238609,5629444,0,0,-2000000,23616002,Total of other finances did not match anything. Guessing total by adding individual
2011,86,17043984,10691629,6623760,0,0,63312034,Total of other finances did not match anything. Guessing total by adding individual
2011,87,7894486,23921591,0,0,-2000000,23415183,Total of other finances did not match anything. Guessing total by adding individual
2011,89,1430679,356734,0,-856871,0,4322967,Total of other finances did not match anything. Guessing total by adding individual
2011,92,951379,748145,0,0,-500000,9465117,Total of other finances did not match anything. Guessing total by adding individual
2011,94,16665268,11221410,0,0,-13000000,24781652,Total of other finances did not match anything. Guessing total by adding individual
2011,97,835419,3158818,4834995,0,0,12876704,Total of other finances did not match anything. Guessing total by adding individual
2011,101,5128557,1022923,0,0,-8500000,11716983,Total of other finances did not match anything. Guessing total by adding individual
2011,104,12250558,1083371,0,0,-8000000,36970536,Total of other finances did not match anything. Guessing total by adding individual
2011,106,5040935,1809184,0,0,-3000000,24047684,Total of other finances did not match anything. Guessing total by adding individual
2011,115,7197963,22965997,7500051,0,0,68107901,Total of other finances did not match anything. Guessing total by adding individual
2011,117,3000744,14987255,218603,0,0,19733059,Total of other finances did not match anything. Guessing total by adding individual
2011,121,3780339,860932,0,-218603,0,13942869,Total of other finances did not match anything. Guessing total by adding individual
2011,127,2854877,201803,0,-1485177,0,6862887,Total of other finances did not match anything. Guessing total by adding individual
2011,128,1917057,163006,0,0,-1000000,10506800,Total of other finances did not match anything. Guessing total by adding individual
2011,136,1770200,284494,0,0,-2000000,6290817,Total of other finances did not match anything. Guessing total by adding individual
2011,139,1057818,359347,0,0,0,3817454,Revenues after expenditure checksum failed
2011,143,1588823,14897,0,0,0,1574590,Beginning of year balance has no value
2011,154,78723,1414438,450000,0,0,-62391,Total of other finances did not match anything. Guessing total by adding individual
2012,1,5273855,2502831,0,0,-905000,23779182,Total of other finances did not match anything. Guessing total by adding individual
2012,2,163146,5833,0,0,-130000,906489,Total of other finances did not match anything. Guessing total by adding individual
2012,4,457115,85855,0,0,-376000,2351632,Total of other finances did not match anything. Guessing total by adding individual
2012,5,356479,13652,0,0,-429000,3530204,Total of other finances did not match anything. Guessing total by adding individual
2012,6,257571,7450,0,0,-458000,2456771,Total of other finances did not match anything. Guessing total by adding individual
2012,9,922430,2144832,0,0,-114000,3474848,Total of other finances did not match anything. Guessing total by adding individual
2012,11,1527279,45806,0,0,-1005000,9191886,Total of other finances did not match anything. Guessing total by adding individual
2012,13,2006168,594432,0,0,-906000,10587288,Total of other finances did not match anything. Guessing total by adding individual
2012,18,233727,8514,0,0,-30000,682904,Total of other finances did not match anything. Guessing total by adding individual
2012,21,343191,125033,0,0,-503000,4817041,Total of other finances did not match anything. Guessing total by adding individual
2012,24,513114,88464,0,0,-147000,5158883,Total of other finances did not match anything. Guessing total by adding individual
2012,25,259588,7490,0,0,-496000,2547077,Total of other finances did not match anything. Guessing total by adding individual
2012,27,620183,1038979,0,0,0,720812,Beginning of year balance has no value
2012,30,17372302,15460733,0,0,-3231000,53852139,Total of other finances did not match anything. Guessing total by adding individual
2012,31,62767177,16029964,0,0,-21539000,196806447,Total of other finances did not match anything. Guessing total by adding individual
2012,33,4253051,298898,0,0,0,0,End of year balance has no value
2012,34,5430165,10433288,0,0,-831000,25455128,Total of other finances did not match anything. Guessing total by adding individual
2012,36,2686562,1512116,0,0,-1083000,10900280,Total of other finances did not match anything. Guessing total by adding individual
2012,37,13981111,1228514,0,-4115000,0,54406262,Total of other finances did not match anything. Guessing total by adding individual
2012,38,2738150,509683,0,0,-1528000,12922623,Total of other finances did not match anything. Guessing total by adding individual
2012,39,868703,1084260,0,0,-203000,1896679,Total of other finances did not match anything. Guessing total by adding individual
2012,40,796258,186814,0,0,-371000,8195531,Total of other finances did not match anything. Guessing total by adding individual
2012,44,2125499,72556,0,0,-174000,7194487,Total of other finances did not match anything. Guessing total by adding individual
2012,45,2167724,48448,0,0,1124000,10352405,Total of other finances did not match anything. Guessing total by adding individual
2012,46,70007,3803,0,0,-38000,294574,Total of other finances did not match anything. Guessing total by adding individual
2012,48,8907941,1703720,0,0,-1710000,28877994,Total of other finances did not match anything. Guessing total by adding individual
2012,52,18787508,11710076,0,-3938144,-1064000,48824818,Other finances checksum failed
2012,53,9960298,14422139,0,0,-843000,44989857,Total of other finances did not match anything. Guessing total by adding individual
2012,55,2719657,350112,0,0,-451000,11088800,Total of other finances did not match anything. Guessing total by adding individual
2012,56,860531,879229,0,0,-249000,5550913,Total of other finances did not match anything. Guessing total by adding individual
2012,58,2526022,742400,0,0,-1265000,14346748,Total of other finances did not match anything. Guessing total by adding individual
2012,60,3321889,6470834,4318608,0,0,17092996,Total of other finances did not match anything. Guessing total by adding individual
2012,61,3842884,7305102,2900000,0,-1035000,14951517,Other finances checksum failed
2012,63,18858179,9335655,0,0,-2957000,49237938,Total of other finances did not match anything. Guessing total by adding individual
2012,66,714942,321553,0,0,-201000,2870599,Total of other finances did not match anything. Guessing total by adding individual
2012,67,304957,121408,0,0,-221000,1591681,Total of other finances did not match anything. Guessing total by adding individual
2012,70,2528834,2215721,0,0,-610000,9549388,Total of other finances did not match anything. Guessing total by adding individual
2012,71,2911084,3508265,2091841,0,0,23481280,Total of other finances did not match anything. Guessing total by adding individual
2012,72,1157490,4585553,4310000,0,0,5217029,Total of other finances did not match anything. Guessing total by adding individual
2012,73,705857,236611,0,0,-131000,3012177,Total of other finances did not match anything. Guessing total by adding individual
2012,74,2035241,2461002,0,0,-685000,8872079,Total of other finances did not match anything. Guessing total by adding individual
2012,75,1616754,4451393,3380368,0,0,313498143,Total of other finances did not match anything. Guessing total by adding individual
2012,77,2784034,2763701,635240,0,0,10404107,Total of other finances did not match anything. Guessing total by adding individual
2012,78,78961,3978,0,0,-185000,964081,Total of other finances did not match anything. Guessing total by adding individual
2012,79,722627,31162,0,0,-297000,3556109,Total of other finances did not match anything. Guessing total by adding individual
2012,82,1144009,363516,0,0,-176000,4024612,Total of other finances did not match anything. Guessing total by adding individual
2012,83,904799,290577,0,0,-501000,5923231,Total of other finances did not match anything. Guessing total by adding individual
2012,85,6305134,6955277,0,0,-178000,22848255,Total of other finances did not match anything. Guessing total by adding individual
2012,86,14583434,40379511,17940520,0,0,56159644,Total of other finances did not match anything. Guessing total by adding individual
2012,87,7185608,7514897,0,0,-415000,23134413,Total of other finances did not match anything. Guessing total by adding individual
2012,88,6783796,9303190,0,0,-666000,20096429,Total of other finances did not match anything. Guessing total by adding individual
2012,89,1197355,38843,0,-856920,-166000,84473511,Summing everything checksum failed
2012,90,385606,19395,0,0,-132000,1558284,Total of other finances did not match anything. Guessing total by adding individual
2012,91,546830,217999,0,0,-39000,6088233,Total of other finances did not match anything. Guessing total by adding individual
2012,92,668190,457295,0,0,-698679,9000524,Total of other finances did not match anything. Guessing total by adding individual
2012,93,1887148,211865,0,0,-488000,6715738,Total of other finances did not match anything. Guessing total by adding individual
2012,94,15359111,3427704,0,0,-1152000,35641495,Total of other finances did not match anything. Guessing total by adding individual
2012,96,889745,114741,0,0,-389000,6925878,Total of other finances did not match anything. Guessing total by adding individual
2012,97,547333,2934442,2383126,0,0,13110997,Total of other finances did not match anything. Guessing total by adding individual
2012,101,5018157,397244,0,0,-837000,15535928,Total of other finances did not match anything. Guessing total by adding individual
2012,102,313662,283243,0,0,-92000,708721,Total of other finances did not match anything. Guessing total by adding individual
2012,103,2127726,2245711,0,0,-245000,14638952,Total of other finances did not match anything. Guessing total by adding individual
2012,104,12802360,3518132,0,0,-1805000,44554332,Total of other finances did not match anything. Guessing total by adding individual
2012,106,4433578,3971266,0,0,-414000,24159463,Total of other finances did not match anything. Guessing total by adding individual
2012,107,1439963,694774,0,0,-111000,7451105,Total of other finances did not match anything. Guessing total by adding individual
2012,108,3073052,7434934,0,0,-125000,6777370,Total of other finances did not match anything. Guessing total by adding individual
2012,109,3022008,369961,0,0,-473000,13169640,Total of other finances did not match anything. Guessing total by adding individual
2012,112,1496374,489754,0,0,-99000,6321196,Total of other finances did not match anything. Guessing total by adding individual
2012,113,509504,331939,0,0,-314000,3421920,Total of other finances did not match anything. Guessing total by adding individual
2012,114,478354,677586,0,0,-21000,3463124,Total of other finances did not match anything. Guessing total by adding individual
2012,115,5787328,13686615,7089795,0,0,68110028,Total of other finances did not match anything. Guessing total by adding individual
2012,116,1385155,1630295,0,0,-229000,9007491,Total of other finances did not match anything. Guessing total by adding individual
2012,117,2550635,2422783,218826,0,0,20299523,Total of other finances did not match anything. Guessing total by adding individual
2012,119,235102,484271,0,0,-93000,378983,Total of other finances did not match anything. Guessing total by adding individual
2012,124,93877,307650,0,0,-21000,453209,Total of other finances did not match anything. Guessing total by adding individual
2012,125,2520330,497667,0,-553381,-229000,6773745,Summing all rev/exp/other checksum failed
2012,128,1524172,274376,0,0,-1369000,310413847,Total of other finances did not match anything. Guessing total by adding individual
2012,129,2503001,2473258,0,0,-21000,2213477,Total of other finances did not match anything. Guessing total by adding individual
2012,130,227534,66357,0,0,-262000,1675111,Total of other finances did not match anything. Guessing total by adding individual
2012,131,470515,2806878,0,0,-334000,2182315,Total of other finances did not match anything. Guessing total by adding individual
2012,136,1731818,672783,0,0,-746000,6619932,Total of other finances did not match anything. Guessing total by adding individual
2012,137,3047,3056,0,0,-54000,498779,Total of other finances did not match anything. Guessing total by adding individual
2012,138,520497,250079,0,0,-62000,1290446,Total of other finances did not match anything. Guessing total by adding individual
2012,140,647454,12316,0,0,0,722537,Revenues after expenditure checksum failed
2012,141,810162,17397,0,0,0,1065721,Revenues after expenditure checksum failed
2012,145,541682,217332,0,0,-41000,2796027,Total of other finances did not match anything. Guessing total by adding individual
2012,147,0,13073327,0,0,-159000,18783305,"field ""property_tax"" had no value attached"
2012,148,44388,49397,0,0,-57000,671264,Total of other finances did not match anything. Guessing total by adding individual
2012,150,2967567,320392,0,0,-620000,10182147,Total of other finances did not match anything. Guessing total by adding individual
2012,151,252216,24987,0,0,-63000,1240597,Total of other finances did not match anything. Guessing total by adding individual
2012,152,75126,208211,0,0,0,1551257,Total of other finances did not match anything. Guessing total by adding individual
2012,153,194177,258913,0,0,-113000,1522099,Total of other finances did not match anything. Guessing total by adding individual
2012,156,872721,529294,0,0,-256000,4485161,Total of other finances did not match anything. Guessing total by adding individual
2012,160,169032,2655,0,0,0,721537,Total of other finances did not match anything. Guessing total by adding individual
2012,165,124368,9851,0,0,0,786837,Total of other finances did not match anything. Guessing total by adding individual
2013,1,4350228,6428250,0,0,-1384000,20328678,Total of other finances did not match anything. Guessing total by adding individual
2013,5,350082,7035,0,-400000,0,3480258,Total of other finances did not match anything. Guessing total by adding individual
2013,9,565674,154646,1200000,0,0,5131299,Total of other finances did not match anything. Guessing total by adding individual
2013,11,1339117,40952,0,0,-1354000,9154681,Total of other finances did not match anything. Guessing total by adding individual
2013,13,1732136,384223,0,-1125000,0,10831431,Total of other finances did not match anything. Guessing total by adding individual
2013,31,60967751,100535661,0,-36500000,0,125431493,Total of other finances did not match anything. Guessing total by adding individual
2013,34,5902428,2489705,0,-2500000,-883000,25539986,Summing everything checksum failed
2013,37,14025876,11061879,0,-7115000,0,50371935,Total of other finances did not match anything. Guessing total by adding individual
2013,44,1487807,2702979,0,0,-1146000,4847917,Total of other finances did not match anything. Guessing total by adding individual
2013,45,1638208,46226,0,0,-1279000,10686439,Total of other finances did not match anything. Guessing total by adding individual
2013,48,6693046,3985929,0,0,0,31645766,Revenues after expenditure checksum failed
2013,50,0,185335,280500,0,0,123223,Total of other finances did not match anything. Guessing total by adding individual
2013,52,16177357,13114168,0,-3879576,0,48112530,Total of other finances did not match anything. Guessing total by adding individual
2013,54,2931368,967596,0,-2912685,0,6077848,Total of other finances did not match anything. Guessing total by adding individual
2013,59,4504076,220798,0,-6000000,0,15951693,Total of other finances did not match anything. Guessing total by adding individual
2013,61,2980379,1805325,0,0,0,16158744,Revenues after expenditure checksum failed
2013,63,16861700,1049870,0,0,-3987000,61191121,Total of other finances did not match anything. Guessing total by adding individual
2013,64,5830320,4859525,0,-3721579,0,18326511,Total of other finances did not match anything. Guessing total by adding individual
2013,65,2386193,1630122,0,-2535276,0,10752268,Total of other finances did not match anything. Guessing total by adding individual
2013,68,3691621,76646,0,0,0,0,End of year balance has no value
2013,69,2011959,1478564,0,-720269,0,13214112,Total of other finances did not match anything. Guessing total by adding individual
2013,70,2045345,1974966,0,-2000000,0,7640521,Total of other finances did not match anything. Guessing total by adding individual
2013,71,2433602,3983268,2247003,0,0,24371478,Total of other finances did not match anything. Guessing total by adding individual
2013,72,1075031,2521259,43810000,0,0,47636376,Total of other finances did not match anything. Guessing total by adding individual
2013,73,511949,326267,0,0,0,0,End of year balance has no value
2013,74,1697017,844532,0,-3136000,0,6598692,Total of other finances did not match anything. Guessing total by adding individual
2013,75,1742066,5017624,3811771,0,0,14054665,Total of other finances did not match anything. Guessing total by adding individual
2013,88,5766307,6362093,2500000,0,0,22044393,Total of other finances did not match anything. Guessing total by adding individual
2013,89,1270026,64564,0,-1016634,0,4672621,Total of other finances did not match anything. Guessing total by adding individual
2013,90,437456,23098,0,0,0,0,End of year balance has no value
2013,92,-190729,138206,0,-350000,0,8339476,Total of other finances did not match anything. Guessing total by adding individual
2013,94,18446757,1774002,0,0,-2240000,50158372,Total of other finances did not match anything. Guessing total by adding individual
2013,95,11448176,4410957,0,-3161098,0,49077482,Total of other finances did not match anything. Guessing total by adding individual
2013,97,467945,7140015,2695228,0,0,9070431,Total of other finances did not match anything. Guessing total by adding individual
2013,98,1457197,446568,0,-1678594,0,5704684,Total of other finances did not match anything. Guessing total by adding individual
2013,100,1479152,1255036,0,0,0,1473683,Beginning of year balance has no value
2013,101,4835858,472469,0,0,-1574000,18359351,Total of other finances did not match anything. Guessing total by adding individual
2013,103,127609,135549,0,-8034600,0,6617852,Total of other finances did not match anything. Guessing total by adding individual
2013,104,13938535,4942251,0,0,-3123000,50523063,Total of other finances did not match anything. Guessing total by adding individual
2013,109,3022844,1217283,0,-2872000,0,12130097,Total of other finances did not match anything. Guessing total by adding individual
2013,111,304844,761108,353380,0,0,79281,Total of other finances did not match anything. Guessing total by adding individual
2013,114,570342,244845,0,-280500,0,3515651,Total of other finances did not match anything. Guessing total by adding individual
2013,115,4272824,13722741,7418559,0,0,8,Total of other finances did not match anything. Guessing total by adding individual
2013,116,1188691,408744,0,-2500000,0,7306554,Total of other finances did not match anything. Guessing total by adding individual
2013,117,1989315,4487363,218729,0,0,18211472,Total of other finances did not match anything. Guessing total by adding individual
2013,118,5761473,1545474,0,-170354,0,32716899,Total of other finances did not match anything. Guessing total by adding individual
2013,121,2331137,2608883,0,-218729,0,14223927,Total of other finances did not match anything. Guessing total by adding individual
2013,124,407606,335611,350000,0,0,876605,Total of other finances did not match anything. Guessing total by adding individual
2013,127,1400621,807015,0,-1687250,0,5535800,Total of other finances did not match anything. Guessing total by adding individual
2013,134,102650,75763,3136000,0,0,4421051,Total of other finances did not match anything. Guessing total by adding individual
2013,142,525142,756488,0,-2150000,0,5741477,Total of other finances did not match anything. Guessing total by adding individual
2013,143,784829,823896,400000,0,0,3245119,Total of other finances did not match anything. Guessing total by adding individual
2013,144,-53870,1096410,731362,0,0,1066219,Total of other finances did not match anything. Guessing total by adding individual
2013,146,293788,2185314,1680289,0,0,9526297,Total of other finances did not match anything. Guessing total by adding individual
2013,150,2203397,789329,0,0,0,11618328,Revenues after expenditure checksum failed
2013,154,-732,187186,170354,0,0,199573,Total of other finances did not match anything. Guessing total by adding individual
2013,157,-9142,1885195,3997000,0,0,3531593,Total of other finances did not match anything. Guessing total by adding individual
2013,163,150544,12584,0,0,0,842681,Total of other finances did not match anything. Guessing total by adding individual
2013,169,294047,90695,2734600,0,0,3663825,Total of other finances did not match anything. Guessing total by adding individual
2013,171,-2398,411205,1250000,0,0,940713,Total of other finances did not match anything. Guessing total by adding individual
2013,172,408105,10276,0,0,0,0,End of year balance has no value
2014,4,390241,77832,0,0,-140920,2837963,Total of other finances did not match anything. Guessing total by adding individual
2014,5,86444,7212,0,-2000000,0,1567441,Total of other finances did not match anything. Guessing total by adding individual
2014,8,971633,35391,0,0,-55090,4147598,Total of other finances did not match anything. Guessing total by adding individual
2014,11,1250442,37313,0,0,-8200000,2184795,Total of other finances did not match anything. Guessing total by adding individual
2014,21,259170,10516373,7500000,0,0,1991381,Total of other finances did not match anything. Guessing total by adding individual
2014,24,473091,19860,1062798,0,0,5619585,Total of other finances did not match anything. Guessing total by adding individual
2014,36,2573315,270300,0,0,-102000,13201617,Total of other finances did not match anything. Guessing total by adding individual
2014,52,18379029,6616177,0,-3690643,0,56348066,Total of other finances did not match anything. Guessing total by adding individual
2014,54,2731992,1177678,0,-1765123,0,5886092,Total of other finances did not match anything. Guessing total by adding individual
2014,56,600042,64730,0,0,-376410,6222771,Total of other finances did not match anything. Guessing total by adding individual
2014,57,570876,206560,0,0,-132840,4508143,Total of other finances did not match anything. Guessing total by adding individual
2014,58,1630968,1912086,0,0,-2075280,12445037,Total of other finances did not match anything. Guessing total by adding individual
2014,60,2793166,10338475,5268841,0,0,16299774,Total of other finances did not match anything. Guessing total by adding individual
2014,62,1664745,822260,0,0,-62780,6085546,Total of other finances did not match anything. Guessing total by adding individual
2014,64,5588693,2268863,0,-3696488,0,18011851,Total of other finances did not match anything. Guessing total by adding individual
2014,65,2617189,475679,0,-1535981,0,11392687,Total of other finances did not match anything. Guessing total by adding individual
2014,67,309505,105858,0,0,-33880,2035903,Total of other finances did not match anything. Guessing total by adding individual
2014,70,2050933,1107258,0,0,-143740,8463971,Total of other finances did not match anything. Guessing total by adding individual
2014,71,3040190,11417949,2304932,0,0,18513166,Total of other finances did not match anything. Guessing total by adding individual
2014,74,1721631,835526,0,0,-92980,7418806,Total of other finances did not match anything. Guessing total by adding individual
2014,77,2380002,4276247,749328,0,0,8755466,Total of other finances did not match anything. Guessing total by adding individual
2014,81,2094902,292206,0,-2049049,0,11223110,Total of other finances did not match anything. Guessing total by adding individual
2014,82,886616,170237,0,0,-45210,5399582,Total of other finances did not match anything. Guessing total by adding individual
2014,84,3961138,10384315,0,-1449328,0,16240917,Total of other finances did not match anything. Guessing total by adding individual
2014,89,1088059,29023,0,-1029996,0,4717273,Total of other finances did not match anything. Guessing total by adding individual
2014,93,1128096,341713,0,0,-188200,8427225,Total of other finances did not match anything. Guessing total by adding individual
2014,94,19170514,1408981,0,0,-3624480,64467326,Total of other finances did not match anything. Guessing total by adding individual
2014,95,12231406,12172418,0,-3278085,0,46069469,Total of other finances did not match anything. Guessing total by adding individual
2014,96,500927,106010,0,0,-386730,7219919,Total of other finances did not match anything. Guessing total by adding individual
2014,97,428257,4511031,2707622,0,0,7771110,Total of other finances did not match anything. Guessing total by adding individual
2014,98,1560518,245617,0,-1677626,0,5360838,Total of other finances did not match anything. Guessing total by adding individual
2014,99,385659,1363101,0,0,-54200,2395244,Total of other finances did not match anything. Guessing total by adding individual
2014,101,4609865,1092493,0,0,-5791700,16137588,Total of other finances did not match anything. Guessing total by adding individual
2014,103,2185703,1517035,0,-4200000,0,3109227,Total of other finances did not match anything. Guessing total by adding individual
2014,105,1025942,800520,0,0,0,0,End of year balance has no value
2014,106,3817324,6915810,0,-7500000,0,13506435,Total of other finances did not match anything. Guessing total by adding individual
2014,107,958573,902208,0,0,-275080,7768352,Total of other finances did not match anything. Guessing total by adding individual
2014,109,2701891,781788,0,0,-658520,13430039,Total of other finances did not match anything. Guessing total by adding individual
2014,111,133001,451939,353384,0,0,114502,Total of other finances did not match anything. Guessing total by adding individual
2014,112,1111944,32278,0,0,-738600,7668659,Total of other finances did not match anything. Guessing total by adding individual
2014,114,575934,75316,97500,0,0,4124936,Total of other finances did not match anything. Guessing total by adding individual
2014,117,1957476,5153516,218570,0,0,15425689,Total of other finances did not match anything. Guessing total by adding individual
2014,121,2379634,1400237,0,-218570,0,15030184,Total of other finances did not match anything. Guessing total by adding individual
2014,124,184254,2571625,2934023,0,0,1424424,Total of other finances did not match anything. Guessing total by adding individual
2014,125,2459698,2973662,0,-353381,0,4895102,Total of other finances did not match anything. Guessing total by adding individual
2014,128,694657,247535,0,0,-1692900,9995937,Total of other finances did not match anything. Guessing total by adding individual
2014,131,1521272,3914475,2500000,0,0,2733347,Total of other finances did not match anything. Guessing total by adding individual
2014,139,659184,339911,0,0,-250860,4575705,Total of other finances did not match anything. Guessing total by adding individual
2014,143,682833,2342470,2000000,0,0,3598335,Total of other finances did not match anything. Guessing total by adding individual
2014,145,92772,4867,0,0,-105200,2903589,Total of other finances did not match anything. Guessing total by adding individual
2014,146,123787,7617330,1699498,0,0,3872927,Total of other finances did not match anything. Guessing total by adding individual
2014,150,1813584,1388379,0,0,-850000,11227589,Total of other finances did not match anything. Guessing total by adding individual
2014,155,64931,4931,0,0,-113080,2100214,Total of other finances did not match anything. Guessing total by adding individual
2014,157,4260,885865,500000,0,0,3159897,Total of other finances did not match anything. Guessing total by adding individual
2014,166,444047,2113725,5600000,0,0,4030129,Total of other finances did not match anything. Guessing total by adding individual
2014,171,-1083,383375,250000,0,0,808859,Total of other finances did not match anything. Guessing total by adding individual
2014,172,267939,672658,632000,0,0,881664,Total of other finances did not match anything. Guessing total by adding individual
2015,1,4286017,1235022,1500000,0,0,27609821,Total of other finances did not match anything. Guessing total by adding individual
2015,5,319691,10340,0,0,-157076,1723904,Total of other finances did not match anything. Guessing total by adding individual
2015,11,1359154,36519,0,0,-411272,3101467,Total of other finances did not match anything. Guessing total by adding individual
2015,13,1713335,293122,0,0,-382158,12555647,Total of other finances did not match anything. Guessing total by adding individual
2015,34,6393193,632082,0,0,-5161732,18200852,Total of other finances did not match anything. Guessing total by adding individual
2015,35,1028249,45011,0,0,-148495,2812651,Total of other finances did not match anything. Guessing total by adding individual
2015,37,17108874,8241100,0,-16528924,0,38664675,Total of other finances did not match anything. Guessing total by adding individual
2015,38,2415316,513925,0,-640000,-1544336,11053541,Revenues after expenditure checksum failed
2015,39,1115368,1311035,0,0,-500000,1363520,Total of other finances did not match anything. Guessing total by adding individual
2015,52,19207188,7542169,0,-4038819,0,64157714,Total of other finances did not match anything. Guessing total by adding individual
2015,54,2634251,673295,0,-1912840,0,5952323,Total of other finances did not match anything. Guessing total by adding individual
2015,56,538330,591415,0,0,-868616,5317766,Total of other finances did not match anything. Guessing total by adding individual
2015,57,552010,298180,0,0,0,0,End of year balance has no value
2015,59,8878935,20915793,0,0,0,0,End of year balance has no value
2015,60,2403826,8813036,4915021,0,0,14833168,Total of other finances did not match anything. Guessing total by adding individual
2015,61,2814891,742953,0,-1000000,0,15973277,Total of other finances did not match anything. Guessing total by adding individual
2015,62,1398258,1384618,0,0,-370502,5757526,Total of other finances did not match anything. Guessing total by adding individual
2015,64,5882378,1488109,0,-3746281,0,18716308,Total of other finances did not match anything. Guessing total by adding individual
2015,65,2298703,1263697,0,-1285417,0,11175872,Total of other finances did not match anything. Guessing total by adding individual
2015,66,579191,563893,0,0,-126060,232414186,Total of other finances did not match anything. Guessing total by adding individual
2015,67,377249,110581,0,0,-1078959,1227856,Total of other finances did not match anything. Guessing total by adding individual
2015,69,2029110,3270459,0,-761500,0,9045749,Total of other finances did not match anything. Guessing total by adding individual
2015,70,2468562,1230290,0,0,-876635,8848843,Total of other finances did not match anything. Guessing total by adding individual
2015,71,2612361,4207488,2300381,0,0,19404749,Total of other finances did not match anything. Guessing total by adding individual
2015,72,1284525,22901623,16528924,0,0,9643201,Total of other finances did not match anything. Guessing total by adding individual
2015,73,481978,369488,0,0,-26057,3365118,Total of other finances did not match anything. Guessing total by adding individual
2015,77,2628139,3421978,748129,0,0,8734500,Total of other finances did not match anything. Guessing total by adding individual
2015,79,671276,254357,0,-500000,0,4703220,Total of other finances did not match anything. Guessing total by adding individual
2015,81,2104462,348511,0,-2049696,0,10962868,Total of other finances did not match anything. Guessing total by adding individual
2015,82,779672,1040379,0,0,-94315,5060821,Total of other finances did not match anything. Guessing total by adding individual
2015,83,693725,872017,0,0,-94940,5012105,Total of other finances did not match anything. Guessing total by adding individual
2015,85,5932730,6726776,0,0,-118097,14118271,Total of other finances did not match anything. Guessing total by adding individual
2015,90,479541,194907,0,0,-38759,2499556,Total of other finances did not match anything. Guessing total by adding individual
2015,92,107165,8452,0,0,-952694,4318844,Total of other finances did not match anything. Guessing total by adding individual
2015,93,1029776,158356,0,0,-905266,8417256,Total of other finances did not match anything. Guessing total by adding individual
2015,94,23490058,3024534,0,0,474011,84679405,Total of other finances did not match anything. Guessing total by adding individual
2015,95,12226562,14246108,0,-3277918,0,40958393,Total of other finances did not match anything. Guessing total by adding individual
